Organization,Link,Date Scraped,Type
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2020/2020-01-29-ma-su-to-release-fourth-quarter-results-en.pdf?modified=20220917154633,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-12-17-pc-ev-completion-of-network-en.pdf?modified=20220921204604,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-11-13-q4-dividend-sbb-en.pdf?modified=20220921204520,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-11-12-suncor-microsoft-strategic-alliance-en.pdf?modified=20220921204024,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-11-06-nr-lmm-to-join-bod-en.pdf?modified=20220921203930,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-10-30-nr-su-q3-en.pdf?modified=20220921203734,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-10-23-ma-su-to-release-third-quarter-results-en.pdf?modified=20220921203113,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-10-15-nr-suncor-50m-enerkem-en.pdf?modified=20220921202949,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-09-09-suncor-proceeds-with-cogen-en.pdf?modified=20220921202841,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-07-24-nrsu-q2-en.pdf?modified=20220921202337,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-05-22-nr-cdn-notes-offering-en.pdf?modified=20220921201810,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-05-01-nr-su-q1-en.pdf?modified=20220921201600,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-02-28-su-files-disclosure-documents-en.pdf?modified=20220921201310,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-02-13-pc-ev-announcement-en.pdf?modified=20220921200311,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-02-05-suncor-declares-increased-dividend-and-announces-additional-stock-buyback-program-en.pdf?modified=20220921195945,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-02-05-suncor-energy-reports-fourth-quarter-2018-results-en.pdf?modified=20220921200053,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-01-30-suncor-energy-to-release-fourth-quarter-2018-financial-results-en.pdf?modified=20220921195548,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2019/2019-01-07-suncor-energy-provides-fourth-quarter-2018-operations-update-en.pdf?modified=20210902051033,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-12-14-suncor-energy-announces-2019-capital-program-and-production-outlook-en.pdf?modified=20210902051032,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-12-03-suncor-provides-update-following-government-of-albertas-decision-to-cut-oil-production-en.pdf?modified=20210902051031,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-11-14-suncor-energy-declares-dividend-and-amends-normal-course-issuer-bid-en.pdf?modified=20210902051031,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-11-14-suncor-announces-steve-williams-retirement-and-transition-plan-en.pdf?modified=20210902051030,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-11-07-suncor-supportive-of-hosting-2026-olympic-and-paralympic-winter-games-in-calgary-en.pdf?modified=20210902051029,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-11-07-suncor-announces-resignation-of-jacynthe-cote-from-board-of-directors-en.pdf?modified=20210902051029,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-10-31-suncor-energy-reports-third-quarter-2018-results-en.pdf?modified=20210902051028,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-10-25-suncor-energy-to-release-third-quarter-2018-financial-results-en.pdf?modified=20210902051027,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-08-30-suncor-energy-to-present-at-the-barclays-ceo-energy-power-conference-2018-en.pdf?modified=20210902051026,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-08-07-pc-brand-announcement-en.pdf?modified=20210902051025,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-07-25-suncor-energy-reports-second-quarter-2018-results-en.pdf?modified=20210902051024,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-07-25-suncor-energy-declares-dividend-en.pdf?modified=20210902051024,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-07-23-suncor-energy-announces-brian-macdonald-to-join-board-of-directors-en.pdf?modified=20210902051023,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-07-19-suncor-releases-2018-report-on-sustainability-en.pdf?modified=20210902051022,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-07-19-suncor-energy-to-release-second-quarter-2018-financial-results-en.pdf?modified=20210902051021,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-07-09-suncor-provides-update-on-syncrude-recovery-plan-en.pdf?modified=20210902051020,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-06-07-suncor-set-up-for-strong-production-for-the-remainder-of-the-year-en.pdf?modified=20210902051019,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-05-02-suncor-energy-reports-voting-results-from-annual-general-meeting-en.pdf?modified=20210902051019,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-05-01-suncor-energy-reports-first-quarter-2018-results-en.pdf?modified=20210902051018,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-05-01-suncor-energy-declares-dividend-en.pdf?modified=20210902051018,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-04-24-suncor-energy-to-release-first-quarter-2018-financial-results-and-hold-agm-en.pdf?modified=20210902051017,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-03-14-suncor-energy-announces-change-to-syncrude-turnaround-timing-en.pdf?modified=20210902051016,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-03-01-suncor-energy-files-annual-disclosure-documents-en.pdf?modified=20210902051015,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-02-26-suncor-energy-closes-purchase-of-additional-interest-in-syncrude-en.pdf?modified=20210902051014,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-02-12-suncor-acquires-additional-interest-in-syncrude-and-interest-in-norways-fenja-field-en.pdf?modified=20210902051013,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-02-07-suncor-energy-reports-fourth-quarter-2017-results-en.pdf?modified=20210902051012,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-02-07-suncor-energy-declares-increased-dividend-en.pdf?modified=20210902051012,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-02-02-suncor-energy-to-release-fourth-quarter-2017-financial-results-en.pdf?modified=20210902051011,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-01-30-suncor-implements-first-commercial-fleet-of-autonomous-haul-trucks-in-the-oil-sands-en.pdf?modified=20210902051010,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-01-29-suncor-energy-transitions-to-continuous-operations-at-fort-hills-en.pdf?modified=20210902051010,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-01-03-suncor-energy-closes-2017-with-strong-performance-en.pdf?modified=20210902051009,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2018/2018-01-02-suncor-energy-appoints-new-member-to-board-of-directors-en.pdf?modified=20210902051008,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-12-04-suncor-energy-begins-regulatory-process-to-add-significant-low-carbon-power-en.pdf?modified=20210902051007,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-11-28-suncor-energy-confirms-first-oil-production-at-hebron-project-en.pdf?modified=20210902051007,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-11-22-suncor-energy-announces-further-debt-reduction-en.pdf?modified=20210902051006,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-11-22-fort-mckay-and-mikisew-cree-first-nations-complete-purchase-en.pdf?modified=20210902051005,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-11-15-suncor-energy-announces-2018-capital-program-and-production-outlook-en.pdf?modified=20210902051004,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-11-14-suncor-energy-declares-dividend-en.pdf?modified=20210902051003,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-11-09-suncor-energys-steve-williams-appoints-mark-little-as-chief-operating-officer-en-en.pdf?modified=20210902051002,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-11-08-suncor-energy-announces-pricing-of-us750-million-notes-offering-en.pdf?modified=20210902051002,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-11-02-suncor-energy-and-petronor-announce-agreement-for-equity-partnership-en.pdf?modified=20210902051001,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-10-25-suncor-energy-reports-third-quarter-2017-results-en.pdf?modified=20210902051000,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-10-25-suncor-receives-approval-for-tailings-and-millennium-operational-amendment-en.pdf?modified=20210902051000,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-10-19-suncor-energy-to-release-third-quarter-2017-financial-results-en.pdf?modified=20210902050959,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-10-17-petro-canada-and-rbc-team-up-on-innovative-loyalty-benefits-and-savings-en.pdf?modified=20210902050958,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-09-28-suncor-energy-certified-at-gold-level-in-ccabs-progressive-aboriginal-relations-en.pdf?modified=20210902050957,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-09-27-suncor-energy-foundation-further-invests-in-wood-buffalo-community-foundation-en.pdf?modified=20210902050956,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-09-18-suncor-energys-petro-canada-brand-introduces-the-class-of-2017-en.pdf?modified=20210902050956,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-08-31-suncor-energy-to-present-at-the-barclays-ceo-energy-power-conference-2017-en.pdf?modified=20210902050955,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-08-02-suncor-energy-extends-condolences-on-death-of-former-ceo-rick-george-en.pdf?modified=20210902050954,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-07-26-suncor-energy-reports-second-quarter-2017-results-en.pdf?modified=20210902050953,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-07-26-suncor-energy-declares-dividend-en.pdf?modified=20210902050953,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-07-13-suncor-energy-releases-2017-report-on-sustainability-en.pdf?modified=20210902050952,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-06-13-suncor-energy-provides-update-on-syncrude-mildred-lake-oil-sands-facility-en.pdf?modified=20210902050951,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-05-01-suncor-energy-confirms-restart-of-pipeline-shipments-syncrude-mildred-lake-facility-en.pdf?modified=20210902050951,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-04-27-suncor-energy-reports-voting-results-from-annual-general-meeting-en.pdf?modified=20210902050950,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-04-26-suncor-energy-reports-first-quarter-2017-results-en.pdf?modified=20210902050949,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-04-26-suncor-energy-declares-dividend-en.pdf?modified=20210902050948,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-04-26-suncor-energy-announces-increased-return-to-shareholders-of-1-25-billion-bond-en.pdf?modified=20210902050948,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-04-20-suncor-energy-to-release-first-quarter-2017-financial-results-and-hold-agm-en.pdf?modified=20210902050946,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-04-19-suncor-energy-provides-update-on-syncrude-return-to-service-plan-en.pdf?modified=20210902050945,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-04-17-suncor-energy-releases-climate-report-en.pdf?modified=20210902050945,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-03-27-suncor-energy-provides-update-on-syncrude-recovery-plan-en.pdf?modified=20210902050944,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-03-17-suncor-energy-to-work-with-alberta-energy-regulator-regarding-tailings-en.pdf?modified=20210902050943,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-03-01-suncor-energy-files-annual-disclosure-documents-en.pdf?modified=20210902050942,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-02-27-suncor-energy-announces-redemption-of-notes-en.pdf?modified=20210902050941,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-02-09-suncor-energy-announces-board-chair-retirement-appointment-of-michael-wilson-en.pdf?modified=20210902050940,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-02-08-suncor-energy-reports-fourth-quarter-2016-results-en.pdf?modified=20210902050939,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-02-08-suncor-energy-declares-increased-dividend-en.pdf?modified=20210902050938,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-02-03-suncor-energy-to-release-fourth-quarter-2016-financial-results-en.pdf?modified=20210902050937,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-02-01-suncor-energy-closes-sale-of-petro-canada-lubricants-business-en.pdf?modified=20210902050936,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-01-23-suncor-energy-foundation-invests-in-enhanced-training-at-lambton-college-en.pdf?modified=20210902050935,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2017/2017-01-05-suncor-energys-petro-canada-brand-redesigns-petro-points-program-en.pdf?modified=20210902050932,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-12-05-suncor-energy-successfully-resolves-1-3-billion-tax-dispute-with-canada-revenue-agency-en.pdf?modified=20210902050930,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-11-17-suncor-energy-announces-2017-capital-spending-program-and-production-outlook-en.pdf?modified=20210902050929,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-11-15-suncor-energy-announces-michael-creel-to-join-board-of-directors-en.pdf?modified=20210902050929,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-11-14-suncor-energy-declares-dividend-en.pdf?modified=20210902050928,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-10-31-suncor-energy-sells-petro-canada-lubricants-business-for-1-125-billion-en.pdf?modified=20210902050927,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-10-26-suncor-energy-reports-third-quarter-2016-results-en.pdf?modified=20210902050926,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-10-20-suncor-energy-to-release-third-quarter-2016-financial-results-en.pdf?modified=20210902050925,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-10-14-suncor-energy-and-mikisew-cree-first-nation-announce-agreement-for-equity-partnership-en.pdf?modified=20210902050924,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-10-06-suncor-energy-closes-purchase-of-interest-in-rosebank-project-en.pdf?modified=20210902050923,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-09-21-suncor-energy-provides-update-on-shelburne-basin-exploration-project-en.pdf?modified=20210902050923,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-09-16-suncor-energy-furthers-commitment-to-solvent-based-extraction-with-nsolv-corporation-en.pdf?modified=20210902050922,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-09-09-suncor-energys-petro-canada-brand-renews-paralympic-partnership-to-2024-en.pdf?modified=20210902050921,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-09-08-suncor-energy-announces-1-0-billion-medium-term-note-offering-en.pdf?modified=20210902050920,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-09-06-suncor-energy-fort-mckay-first-nation-announce-agreement-for-equity-partnership-en.pdf?modified=20210902050919,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-09-02-suncor-energy-to-present-at-the-barclays-ceo-energy-power-conference-2016-en.pdf?modified=20210902050918,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-08-20-suncor-energys-petro-canada-brand-renews-coc-partnership-to-2024-en.pdf?modified=20210902050917,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-08-20-suncor-energy-petro-canadas-face-program-announces-the-class-of-2016-en.pdf?modified=20210902050917,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-08-09-suncor-energy-to-acquire-interest-in-north-sea-rosebank-project-en.pdf?modified=20210902050916,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-07-27-suncor-energy-reports-second-quarter-2016-results-en.pdf?modified=20210902050915,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-07-27-suncor-energy-declares-dividend-en.pdf?modified=20210902050914,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-07-21-suncor-releases-2016-report-on-sustainability-and-new-long-term-sustainability-goals-en.pdf?modified=20210902050913,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-06-23-suncor-energy-ventures-holding-corporation-announces-results-of-debt-tender-offers-en.pdf?modified=20210902050912,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-06-23-suncor-energy-closes-purchase-of-additional-interest-in-syncrude-en.pdf?modified=20210902050911,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-06-22-suncor-energy-announces-closing-of-2-9-billion-bought-deal-common-share-financing-en.pdf?modified=20210902050911,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-06-16-suncor-energy-ventures-holding-corporation-announces-any-and-all-debt-tender-offers-en.pdf?modified=20210902050909,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-06-07-suncor-energy-announces-2-5-billion-bought-deal-common-share-financing-en.pdf?modified=20210902050909,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-06-06-suncor-energy-provides-rmwb-production-and-2016-corporate-guidance-update-en.pdf?modified=20210902050908,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-05-29-suncor-energy-announces-restart-of-rmwb-operations-en.pdf?modified=20210902050907,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-05-23-suncor-energy-provides-rmwb-operations-update-en.pdf?modified=20210902050907,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-05-16-suncor-energy-provides-rmwb-operations-update-en.pdf?modified=20210902050906,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-05-08-suncor-energy-provides-rmwb-operations-update-en.pdf?modified=20210902050905,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-05-05-suncor-energy-provides-rmwb-operations-update-en.pdf?modified=20210902050905,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-05-04-suncor-energy-provides-update-on-its-rmwb-operations-en.pdf?modified=20210902050904,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-05-03-suncor-energy-provides-operational-update-en.pdf?modified=20210902050904,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-04-28-suncor-energy-reports-voting-results-from-annual-general-meeting-en.pdf?modified=20210902050903,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-04-27-suncor-energy-reports-first-quarter-2016-results-en.pdf?modified=20210902050902,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-04-27-suncor-energy-declares-dividend-en.pdf?modified=20210902050902,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-04-21-suncor-energy-to-release-first-quarter-2016-financial-results-and-hold-agm-en.pdf?modified=20210902050901,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-03-27-suncor-energy-to-acquire-additional-interest-in-syncrude-en.pdf?modified=20210902050900,10/27/2025,pdf
Suncor Energy,https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-03-21-suncor-energy-completes-acquisition-of-canadian-oil-sands-en.pdf?modified=20210902050859,10/27/2025,pdf
